Seed,Seq_Enc,LossFn,Optimizer,LRScheduler,ModelSize,pearson,spearman,high_pearson,low_pearson,yeast_pearson,random_pearson,challenging_pearson,SNVs_pearson,motif_perturbation_pearson,motif_tiling_pearson,high_spearman,low_spearman,yeast_spearman,random_spearman,challenging_spearman,SNVs_spearman,motif_perturbation_spearman,motif_tiling_spearman,pearsons_score,spearmans_score,all_pearson_r2,Model
12,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.945544094107167,0.949128073024136,0.3154585431938308,0.3577011285360881,0.8210123433751149,0.9623246587062037,0.916821981405178,0.8027423482624415,0.9729749820834142,0.890772519068127,0.1497667058664926,0.2003419950309965,0.8212807302926857,0.9677100614256008,0.9044977737190596,0.662613217011029,0.9582283774542664,0.902868310678772,0.7031186307093579,0.7569869175139727,0.8940536339009431,Large
23,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9431891579169108,0.9464705092245944,0.3779266705644256,0.4193758965967181,0.814822458014793,0.9592263381496016,0.9156210879434568,0.7993209656991266,0.967234479503772,0.8846885290656317,0.3091913224728116,0.259303681838297,0.8123518393855605,0.9632717171000628,0.905520860696879,0.657916961885995,0.9515207799798,0.8986940430206237,0.703653380141105,0.7676981852412336,0.8896057876120111,Large
34,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9392157473007876,0.9445184870587712,0.4750235848580348,0.5792108816099214,0.8250813623817354,0.9625733918869332,0.900242739901943,0.799104317683024,0.9634245821291668,0.9035407420870112,0.4812731713040479,0.5926778165074205,0.8213442513060591,0.9653692916090524,0.8932158927134606,0.6552782940897396,0.955886304298838,0.9067881823284069,0.7185154005300318,0.7995494246164867,0.8821262199777772,Large
42,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9438994115164564,0.9464771822212076,0.4671834731447325,0.5125871930646096,0.8049183544076997,0.9616882986995462,0.906585493439492,0.8067072777216133,0.9648620921440696,0.8851954230541432,0.4459836565247516,0.4524255740755599,0.8067926707652121,0.9650922792122432,0.8930203554538195,0.6587253915211472,0.9515493085318356,0.8979418780412222,0.7148827397941234,0.7875535263008431,0.8909460990611127,Large
47,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9408786444008298,0.9492144876591996,0.180554254671305,0.6005373633619455,0.8193045718640604,0.9631791340606832,0.8988524042433939,0.8023916288157534,0.9629070313651013,0.908143460492107,-0.0156469436324793,0.5757722630739877,0.8160506660394944,0.9671918298118722,0.8852895326549933,0.6619547434172585,0.9487408333630468,0.907162404965662,0.7096179254560004,0.7676989763099593,0.8852526234895431,Large
56,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.943766600665279,0.948010443603824,0.2796260514589653,0.4899570184741941,0.8077730890279252,0.964072009862199,0.8984431346448912,0.80145935661737,0.958183772182954,0.8903480737846401,0.1257238483231509,0.3954762323528886,0.8074116599199456,0.967364756866139,0.8909456299860528,0.656046829339013,0.9373641586516176,0.9012091206484308,0.7010309178584825,0.7621564817987335,0.8906953965312961,Large
67,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9599001480888952,0.9626685459253116,0.4723431887995275,0.5038610819756603,0.8368481330358228,0.970268577586476,0.9530857168472916,0.8207639627859238,0.974160819239524,0.922690786670472,0.41294666025102,0.3933250234327528,0.8371839473334941,0.9727635086840674,0.9401869304416978,0.6705394772500517,0.9580591005477288,0.9235222197194608,0.7480682669980703,0.7984147779938126,0.9214082943010828,Large
78,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9400723283618928,0.9439450219477324,0.4367927288399901,0.5915929979797772,0.8106280355758091,0.9632641374927252,0.902951805890402,0.8004075114578081,0.962374116832879,0.9015475298617708,0.3542820053180468,0.5762347070094301,0.8100788138786973,0.9659534501062916,0.8980403927675431,0.660382383374979,0.9445757385621252,0.905203183444164,0.7167540405924322,0.7905079323419937,0.8837359825517505,Large
89,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9370591227186306,0.9459016313468724,0.4685303566720195,0.5189428544905634,0.812765479705582,0.9613093142302028,0.9022869397861212,0.7993369436061146,0.9587570450590538,0.9037969841098388,0.4325499696431949,0.5991856901383459,0.8089820494403988,0.9647762752969744,0.8949344017428144,0.6548394573781741,0.9357423663114108,0.8947630350084254,0.7114789086266747,0.7940202738050461,0.8780797994702095,Large
98,onehot,Huber,AdamW,OneCycleLR,16.611073M,0.9626259133740304,0.965115011432005,0.4929060040569512,0.4635074579907331,0.8447023509137415,0.9711914794563796,0.9505450657014398,0.8282483043378431,0.9697539888622316,0.9089495831712572,0.4188889820135364,0.3524027521337369,0.8408678238447019,0.97444370356053,0.937553360430107,0.6808782676550116,0.9551695821482412,0.9096155387744448,0.7490048145896852,0.7981435687818978,0.9266486490991862,Large
12,,,,,,0.973783846544952,0.977037607116514,0.723301843978463,0.706176877797255,0.890076491991871,0.979748195473088,0.969570772445343,0.855689626927974,0.97719913778503,0.949137093982928,0.677046630249842,0.628408242230579,0.890599020658891,0.981790765866064,0.9649169082271,0.714144825205402,0.96886460511658,0.93881368095441,0.819905975799678,0.854132332119391,0.948254979791882,Leg
23,,,,,,0.973896065215356,0.977255281598718,0.706234023403495,0.713512464119285,0.885542029050601,0.980293227030081,0.96976722326814,0.855852450120315,0.976288418542146,0.953548305649005,0.599374611080862,0.639115215996076,0.887808839608656,0.982212067042637,0.965079770501383,0.714027444080907,0.966489476957717,0.942847708076753,0.819323296740804,0.849885724384307,0.948473545841953,Leg
34,,,,,,0.97304448089296,0.976639934036836,0.706934738563695,0.712871967275344,0.886394223254195,0.97983167416185,0.971411036106002,0.85413597138969,0.97644709090918,0.950653839990688,0.600630062744033,0.638731475116393,0.888367586541959,0.981977163839697,0.966999100621137,0.713174117504917,0.96412717438429,0.938044675968077,0.818110698637463,0.849241944172837,0.946815561796249,Leg
42,,,,,,0.973460179352106,0.976787814627051,0.710469006163673,0.709191266093862,0.882759634094485,0.980263964448511,0.969877753342066,0.854664635574643,0.976317167511843,0.947646276408625,0.668794433148129,0.636524909855196,0.884697174738836,0.982115711118116,0.965119667931274,0.712795272731776,0.963614908260278,0.936767929906299,0.817325331040285,0.852854419915289,0.947624720784235,Leg
47,,,,,,0.973022136340774,0.976753162474327,0.730330443382374,0.706777806554737,0.885970824780613,0.980155164303428,0.968680643502934,0.854261625174735,0.978054906901169,0.944823676385388,0.656650552804779,0.644061587061421,0.887218347036573,0.98211775817423,0.96491330593657,0.712982179098267,0.966954413052557,0.938967833123589,0.818445316467887,0.853145262366398,0.946772077809163,Leg
56,,,,,,0.973379777020506,0.977129190242443,0.735861955591252,0.710624747139351,0.889556371166682,0.980222247403727,0.970502046570596,0.855020542802322,0.976562867856529,0.950343815948167,0.673724731734164,0.642428334043228,0.890977125431225,0.982197273640667,0.967522711550052,0.712342770757587,0.965083862409489,0.938992796937957,0.821329523088733,0.854460113208014,0.94746819031249,Leg
67,,,,,,0.973584985868002,0.977154004598715,0.736270110811984,0.7014004904545,0.886856467597587,0.980272504339328,0.969004985414577,0.854959627722221,0.976019343319736,0.945739582575386,0.667468821587499,0.632973247386818,0.887501688708072,0.982206273271586,0.96564027952816,0.713547586833428,0.965436529190422,0.935691770130858,0.819151172677659,0.85308845247317,0.947867724707598,Leg
78,,,,,,0.973479814777986,0.977215084778292,0.676787789899366,0.698337386467769,0.885643192334134,0.979973064671579,0.969279590553159,0.854706868332318,0.975645933903947,0.950941532891486,0.573931891914608,0.623937311520203,0.886625840748597,0.982096476917384,0.96376648160904,0.714161685614975,0.969725205700797,0.940800947011083,0.8139739749517,0.847100178375578,0.947662949780181,Leg
89,,,,,,0.97291698675064,0.976099266983839,0.739004478469678,0.689659650589124,0.877726095327306,0.980033525434008,0.971298639413388,0.853080832769815,0.977424975156391,0.94399952732024,0.715061744205182,0.609193789373115,0.878597510845786,0.982101290468029,0.966083597587719,0.711856232539262,0.966518822647195,0.931614473003482,0.816518622998483,0.853128837186013,0.946567463107945,Leg
98,,,,,,0.973804440876084,0.977339215797605,0.719391929549288,0.703274811149063,0.891000384626494,0.979903169471289,0.969726589350576,0.855351796141673,0.97994153443579,0.951194943455953,0.660657104524904,0.632363843168635,0.891213440913935,0.981877125272506,0.964707268611829,0.712677305528931,0.970361397555506,0.935696678735799,0.819972316795472,0.852851618696699,0.948295089069983,Leg
12,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.9456879144096516,0.9502689845653336,0.3279660491718191,0.6088489238869413,0.8173893022429382,0.964004954170733,0.9219617333483224,0.8068840239430576,0.9635197395511136,0.9167569991294716,0.1756909487385253,0.5613623580679543,0.8184779044135277,0.968865867304218,0.9085157084664596,0.659109248651721,0.9539052068780414,0.9082848351927276,0.7248505267902989,0.7817673159808571,0.8943256314604767,Mini
23,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.947211537235722,0.952470919522415,0.3954690242451278,0.4264723667775517,0.8191958794074661,0.963402106600082,0.9242827968306412,0.806564855870542,0.9606691975287862,0.8928054889672967,0.2800223482262449,0.2873727531978257,0.8219733176658434,0.969766767857621,0.9124065452775164,0.6616460060781287,0.9514163169147044,0.8927492451179234,0.7127954523644368,0.7711821180569193,0.8972096962724594,Mini
34,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.9461089475927448,0.9519341084397034,0.2182250748922287,0.5806061234967582,0.8166502649664389,0.963564027546114,0.9204621864084884,0.8051738173399374,0.9616293327245132,0.9004873871245267,0.0125323193151138,0.5729162172604004,0.8198510703019058,0.9679767142355322,0.9086204531803624,0.6597143274872692,0.9572414221905748,0.9026620993286792,0.7150383964123648,0.7722811628196776,0.895122140715051,Mini
42,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.950178593548671,0.9541690014667096,0.3967285243962442,0.6001503554326814,0.8232791049859092,0.9674919876802032,0.9291204997533362,0.8125737391121433,0.9686606293077762,0.9066648173487044,0.2662022978247467,0.5864849516839795,0.8222896316907723,0.9711900314619216,0.9188172301558096,0.6635869250991403,0.958205255063704,0.9011079973007432,0.7332355558094875,0.7924335746572846,0.9028393596381304,Mini
47,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.944655767906982,0.948667937641198,0.3824329262956205,0.5960517655379263,0.8112507662868729,0.963221078914216,0.9180093261143092,0.8046689482376785,0.9652767202337278,0.8941549694083206,0.2635624945765161,0.5602772483454922,0.8151799115966892,0.9672027993358864,0.9081103061159902,0.6579344701639961,0.9573598440048552,0.8983674154121132,0.7201461946640527,0.7857124374036268,0.8923745198399297,Mini
56,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.9435823704758728,0.9476585252548656,0.3118853419514072,0.5984190624741152,0.8112048895360441,0.9639314431576794,0.9104938614403172,0.8038636063205902,0.9609660778348014,0.8848918630221545,0.1106818328289189,0.5615421080210776,0.8149793691845453,0.9678396525965884,0.89556650323771,0.6579908030124261,0.9513841086843394,0.8891873170552806,0.7130369450419288,0.7732329739475282,0.890347689872867,Mini
67,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.9468163544881586,0.9509800264370536,0.3876087042805444,0.5899660017500807,0.8196367948418659,0.9641591833148953,0.92661726985562,0.8074914591069139,0.9619382585629952,0.895082004420396,0.2368188782896712,0.5749445051550354,0.8201713696017013,0.9682320383744152,0.9154986030594356,0.6629100362352213,0.95226394886719,0.8984896058022327,0.724473695301751,0.7876326747673321,0.8964612091262464,Mini
78,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.9421872980193416,0.9462190863264868,0.4091839140454854,0.602909705943615,0.8098241507252804,0.96425302675395,0.9139982977278772,0.8048412760103587,0.963854365261824,0.9037518182444804,0.3726520395253983,0.5620626766068242,0.8123844001220326,0.9678859304082232,0.8902119954271407,0.6558809795990701,0.9583805863121836,0.9051459008861406,0.7216120219525936,0.7903751309216666,0.8877169045489877,Mini
89,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.9479844593117942,0.9524946855686188,0.3056109261146109,0.6155820464109546,0.8259197310421451,0.9663905256250752,0.92933842220498,0.8116412003612108,0.9665360327690632,0.9075113572397052,0.1490574966233065,0.5720057973054133,0.8229219384810995,0.9700403456385022,0.9156935053585128,0.6628123121735428,0.9563473719433052,0.9030546482649376,0.7290683018697997,0.7830517360791971,0.8986745350966748,Mini
98,onehotWithP,MSE,AdamW,ReduceLROnPlateau,1.446721M,0.9484661632238228,0.9535336244511474,0.3587844875358544,0.5313638084801149,0.8197969442286387,0.9654084423756756,0.9300286186509288,0.8090389407449576,0.9646643630337146,0.894168802671352,0.180930378304459,0.4939426836400253,0.8234233537383968,0.9706032674565066,0.9184411320302018,0.6631443125052133,0.9558142677457336,0.8926231041095525,0.7212428636341336,0.7798167759155101,0.8995880627805195,Mini
12,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9543261902537185,0.959599784510774,0.465142407327345,0.6296789180653876,0.8280636141618688,0.9690995114560194,0.9399873597044895,0.8210225141851953,0.9689384101124596,0.9245347376343572,0.4577690572407166,0.6137108873207955,0.82360056073696,0.9729712938472966,0.9320033229815998,0.6758869977711042,0.9582922842836036,0.9170920448079022,0.7505357430463345,0.8140215561650379,0.9107384774041762,Orig
23,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9534155999480995,0.959405135661645,0.3767012542769734,0.6213272212743599,0.8200157344810366,0.9687381273906438,0.9321082449087084,0.8192904109117537,0.9702529309811978,0.9023951155910496,0.2770588893292201,0.6112850028256718,0.8187149306194933,0.972872920149746,0.9243857241835888,0.6764872954879505,0.95872555683466,0.909733665040568,0.7381190076389664,0.8005801662488691,0.9090013062243948,Orig
34,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9542371902190055,0.9605408014897634,0.5194270395608345,0.6142471656032698,0.829534662530448,0.9672529560475952,0.9419634324414234,0.8200310992908127,0.9624941881481246,0.9055615532041288,0.5197321157395214,0.6125895017466807,0.8272261969749382,0.9704220710957676,0.9394195468922136,0.6739938751079969,0.946858215003062,0.9093450711068888,0.7488082050458355,0.8171030919207769,0.9105686151970628,Orig
42,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.957388296846089,0.9631381246944388,0.5510808688818997,0.6114322275751352,0.8286143768244606,0.9680367797689428,0.9438216208989398,0.8194312014793302,0.975163670368034,0.9073935096736776,0.5953327201585059,0.6005637142301369,0.8248598438931918,0.9719473830787017,0.9418275533232672,0.6713395003613943,0.9580092988027976,0.9151127664601824,0.7540485457663252,0.8224699508475029,0.916592350937855,Orig
47,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9560364186640732,0.9624544668947284,0.5043102179115218,0.6204679047529826,0.8340191229383052,0.968536735149408,0.9455524947137112,0.8210102304966569,0.9683872187947338,0.8969619556596152,0.5309425788951739,0.6112892947547679,0.8297491460808158,0.9726814224739356,0.9405182393972,0.6751931411628396,0.9589532740260092,0.900002283524779,0.7502471484362252,0.818879707812043,0.9140056338120272,Orig
56,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.951852295464053,0.9577766641497522,0.5304510629842161,0.6147196527450588,0.8334472472114471,0.966739612023528,0.9388391465899848,0.8167690150303423,0.972524189915273,0.9118054504810444,0.5311596990920034,0.6179787309882038,0.8275335847832743,0.9703155885789784,0.9347118826549684,0.6735240638123668,0.9606138899851244,0.9146755828626846,0.7491316059287244,0.818320078799149,0.9060227923801868,Orig
67,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9555286401694026,0.9620070495760972,0.5711629611180913,0.6151315982966814,0.8273454642114586,0.9671876194641852,0.9446945667025372,0.8201043939802614,0.9778497645950792,0.8835096811567584,0.6117532478849641,0.5946476082306796,0.8245581418709058,0.97128338912317,0.9440468740203736,0.6727421372638367,0.9650495652450528,0.9031148629238676,0.7519216414819716,0.8228799331273244,0.9130349821839876,Orig
78,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9566563214386188,0.963197848773686,0.5102962308229486,0.6181920495397817,0.8291271863188668,0.9676491286396176,0.944132953713583,0.8239650876513679,0.9748712869334304,0.9126222398890076,0.5221577892565017,0.6095793670032629,0.8259869325237578,0.9715926060766344,0.9437752390070212,0.6747458861637404,0.9600261334023212,0.9092418693013716,0.7543451569176207,0.8191435316518632,0.9151913173484696,Orig
89,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9548159406538376,0.9612956661833606,0.5297716425813044,0.6088570085089624,0.8281528597183996,0.9668839836057552,0.9460424438279892,0.8191565092496867,0.9681804779385202,0.917860739959393,0.5502637690309965,0.6002049421034084,0.8237984971638307,0.971700714478224,0.9419110774317684,0.6707137497542343,0.9503459431928254,0.9197611535840712,0.7522070381097457,0.8188047340465489,0.9116734805266724,Orig
98,onehot,L1,AdamW,ReduceLROnPlateau,16.611073M,0.9559373113887326,0.9618723048783486,0.512144000945699,0.6074084489881766,0.8222182908515743,0.9673346817276756,0.9439204870448594,0.8188084222678533,0.9700632710384388,0.9111980554767144,0.5606204801783848,0.591099331155878,0.8182189642404938,0.9716925628708966,0.9413255185906646,0.6717058414824312,0.960525751226227,0.9085927718323092,0.7493962262240922,0.8185487315400446,0.9138161433051188,Orig
12,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9490214313872908,0.9544937929913672,0.2657166593838225,0.6218632151000786,0.815289145740401,0.9665957985233484,0.927221916295208,0.8089880827861609,0.9688970582487068,0.9143233900242748,0.0783755573777099,0.5970277471187246,0.8120765384981924,0.9708924654596436,0.9154506721433824,0.6630613018365383,0.9579441630038306,0.9097263721951084,0.727206308045856,0.7806088702525172,0.9006416772323821,Small
23,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9468401544888512,0.9534099154952614,0.2619000536639808,0.6074001147545559,0.8136383783501446,0.9671664954740176,0.92424162899304,0.8095304795472537,0.9680219247515276,0.9121044348060656,0.1111551703708169,0.598044981554606,0.809705091899776,0.9710284869570668,0.9161385947467072,0.6612645682979212,0.9533631404491858,0.9164552047378344,0.7241224293930802,0.7822862508614163,0.8965062781524713,Small
34,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9450597517873912,0.948860224157133,0.3630188723274081,0.4290737152069749,0.8074446833737151,0.9663592008544828,0.9202593172365175,0.8012638224504167,0.9665422528725216,0.9056333246528424,0.1913304006338633,0.4304305511643145,0.8035581649101846,0.9707853578763268,0.9051705410860248,0.6588943090527407,0.9604549000623788,0.9079660781708124,0.7092359655512334,0.773165080576025,0.8931379344484455,Small
42,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9421270622943464,0.946632082286787,0.2513441742038433,0.6106915365165135,0.8068785309769544,0.96593260870904,0.910238137568631,0.7977150480248488,0.9652300095165434,0.9064372073957204,0.1096425328059723,0.561992031445357,0.8017009265876787,0.9687565479364192,0.9011333120737824,0.6542327388846378,0.9503716985783764,0.9102250430150186,0.7121543779822685,0.7735094194283061,0.887603401507375,Small
47,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9428465494200976,0.9483304357971184,0.397681447514069,0.5913489437298649,0.8113711934939205,0.9668516138507784,0.9124773548035896,0.8044110761748453,0.9696288596814522,0.909905131201198,0.3179599662268214,0.5845374521314228,0.805733925705375,0.9703496012106608,0.9049941834548084,0.6552322722593847,0.9544732439589432,0.9181907498828834,0.7220708252725068,0.7907656827036287,0.8889596157533843,Small
56,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9452234648214394,0.9494037382109276,0.3271467148957293,0.5989829464251683,0.8247203487250883,0.9666893410383632,0.9139617242171232,0.8025754139616041,0.9683385456335888,0.9043635685318848,0.193639181050002,0.5523383892119991,0.8239143450546024,0.970302397716886,0.905754690711244,0.659314622391136,0.9561693436187896,0.9033187415846112,0.7201849516053087,0.7820776247709673,0.8934473984490469,Small
67,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9436269896619336,0.9488153179799338,0.3294236687778215,0.5269243185381912,0.8127781195170452,0.9638593325756316,0.91450572076754,0.8034731487230596,0.9708004374356493,0.8980309697599342,0.1948673788488202,0.4885013958173692,0.8108519623276415,0.9678942382766074,0.9052581931411844,0.6550573525707567,0.9555521304177208,0.9017768755310764,0.7126052057430543,0.7755434381038386,0.8904318956184429,Small
78,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.944886871911576,0.9487074157284152,0.2637409968655599,0.4061642071739031,0.8050963966889721,0.9656607584131188,0.9197629380352788,0.8050661414545757,0.9693010912068556,0.9115820153984284,0.1191400584100874,0.2701002867232346,0.8045480839522908,0.969430706358863,0.907359110378331,0.6616039478252848,0.9505144538045788,0.9132663135853688,0.706403540293977,0.7588857006253873,0.892811200710843,Small
89,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9480415907064564,0.95291482805227,0.4190085136075391,0.5902078981979964,0.8114150580342047,0.9676170613390792,0.9132474950985344,0.808453808897213,0.9694831069531172,0.8999775050870487,0.3533847208852521,0.570325549201834,0.8079709271544805,0.9715253107699908,0.911064690631852,0.6615482503000168,0.9508585159395386,0.908896170135648,0.7256603347178381,0.794658163759743,0.8987828577092281,Small
98,onehotWithP,Huber,AdamW,ReduceLROnPlateau,3.402881M,0.9476888648028536,0.9537115560266026,0.3490061754048311,0.5860530936472031,0.8132733285542975,0.9680543017469526,0.9216820168112756,0.8086945070707565,0.9670543359931204,0.9016973599524554,0.2103553670934693,0.5749939583640952,0.810265971002848,0.9720393055054436,0.9100427814848014,0.6649533482311023,0.9496362884350472,0.908097205854526,0.723713955500393,0.7867421035526801,0.8981141844713214,Small
